St_ID,St_Flag,Name,Elevation,El_Flag,Long,Lat,Jan,Feb,Mar,April,May,June,July,Aug,Sept,Oct,Nov,Dec,Annual
SC014,NA,Bots Sots,2363, ,-109.483,45.167,29,34,52,74,100,69,45,34,44,57,41,33,611
SC018,NA,Bull Mountai,2012, ,-112.767,45.917,30,28,42,59,83,81,44,35,43,38,27,28,538
SC019,NA,Cabin Creek,1585, ,-112.883,47.7,39,39,43,51,79,82,40,45,46,40,47,44,596
SC020,NA,Call Road,2439, ,-111.85,45.117,55,52,67,78,94,85,59,54,55,64,62,56,781
SC021,NA,Camp Misery,1951, ,-113.933,48.167,247,176,206,173,167,187,88,66,117,125,231,225,2008
SC022,NA,Camp Senia,2405, ,-109.467,45.167,30,35,54,78,105,72,46,35,46,59,42,34,637
SC023,NA,Carter Creek,2256, ,-112.45,45.133,32,31,42,47,66,66,41,38,37,41,33,36,511
SC024,NA,Cedar Grove,1146, ,-115.55,48.15,77,61,63,50,71,73,37,30,45,61,104,85,757
SC025,NA,Chessman Res,1890, ,-112.183,46.467,27,26,38,47,74,69,43,39,41,35,35,33,508
SC026,NA,Copper Mount,2348, ,-112.417,46.017,43,41,60,79,99,89,51,43,50,49,40,43,686
SC028,NA,Crevice Moun,2561, ,-110.6,45.033,63,52,62,67,74,63,37,31,36,48,65,66,665
SC029,NA,Dad Creek La,2683, ,-113.117,44.783,55,48,69,86,98,85,37,37,42,57,59,58,731
SC030,NA,Davis Creek,1646, ,-115.933,48.95,124,87,110,86,108,103,50,46,61,78,155,123,1130
SC031,NA,Desert Mount,1707, ,-113.95,48.417,109,73,86,72,75,88,41,29,54,59,101,100,887
SC032,NA,Discovery Ba,2149, ,-113.233,46.25,43,48,68,84,96,98,41,46,55,49,57,50,734
SC033,NA,Eagle Creek,2134, ,-110.417,46.217,57,51,77,109,131,124,64,58,63,68,64,59,924
SC034,NA,East Fork R.,1646, ,-113.717,45.917,41,33,41,50,63,72,37,36,42,35,47,46,544
SC035,NA,El Dorado Mi,2378, ,-113.067,46.433,85,77,102,112,122,116,51,60,68,70,94,91,1048
SC036,NA,Elk Horn Spr,2378, ,-113.1,45.467,50,37,53,64,104,97,55,50,46,49,53,41,700
SC037,NA,Elk Peak,2439, ,-110.717,46.467,74,59,93,109,119,110,66,54,60,63,74,75,955
SC039,NA,Fish Creek,2439, ,-112.5,45.783,39,37,63,82,102,84,45,41,46,50,42,41,671
SC040,NA,Five Bull,1738, ,-112.817,47.45,49,45,50,54,72,72,33,37,43,43,59,57,616
SC041,NA,Fleecer Ridg,2287, ,-112.817,45.867,41,39,64,84,102,90,50,45,49,49,43,42,699
SC042,NA,Foolhen,2524, ,-113.183,45.75,61,62,90,106,115,108,48,54,60,58,76,70,907
SC043,NA,Forest Lake,1951, ,-110.433,46.267,45,41,60,91,128,132,80,65,64,63,53,49,872
SC044,NA,Fourth of Ju,1052, ,-115.917,48.7,72,46,56,43,56,60,36,25,34,56,95,81,659
SC045,NA,Fred Burr Pa,2439, ,-113.167,46.3,95,88,119,131,142,136,56,67,79,80,109,104,1207
SC046,NA,Freight Cree,1829, ,-112.833,48.017,67,63,69,74,102,102,50,58,61,62,76,74,857
SC048,NA,Gibbons Pass,2165, ,-113.95,45.7,138,107,106,116,122,114,63,59,63,74,128,136,1225
SC049,NA,Goat Mountai,2134, ,-112.917,47.65,69,62,65,63,81,81,38,45,50,56,78,77,765
SC050,NA,Gold Creek L,2195, ,-113.067,46.45,67,65,83,94,102,101,39,50,58,57,77,74,866
SC051,NA,Gold Stone,2470, ,-113.533,45.15,88,73,85,100,111,91,39,40,52,69,95,88,931
SC052,NA,Grasshopper,2134, ,-110.767,46.517,53,46,63,72,85,87,54,51,48,53,61,57,730
SC054,NA,Gunsight Lak,1921, ,-113.333,47.983,170,139,145,127,143,139,61,68,92,112,169,168,1535
SC055,NA,Haymaker,2454, ,-110.217,46.75,57,48,79,93,107,99,62,57,54,58,62,60,836
SC057,NA,Hell Roaring,1759, ,-114.35,48.5,156,113,124,108,104,128,59,43,74,83,149,146,1286
SC058,NA,Holbrook,1381, ,-113.317,47.583,59,49,48,50,66,73,35,38,44,45,64,55,626
SC059,NA,Hood Meadow,2012, ,-110.967,45.483,47,44,64,79,103,90,47,48,48,54,54,55,733
SC060,NA,Hoodoo Creek,1799, ,-115.017,46.983,261,210,203,143,128,109,45,54,80,130,269,257,1888
SC062,NA,Independence,2393, ,-110.25,45.217,77,61,69,80,99,89,73,55,54,61,83,79,880
SC063,NA,Intergaard,1966, ,-113.283,46.217,30,35,54,74,95,97,48,48,56,46,42,33,657
SC064,NA,Jahnke Lake,2195, ,-113.5,45.217,54,42,53,66,91,84,45,43,43,50,59,48,676
SC066,NA,Keeler Creek,1006, ,-116.017,48.333,93,65,66,53,63,66,31,26,37,62,108,92,760
SC067,NA,Kings Hill,2287, ,-110.7,46.85,73,66,90,100,114,113,74,75,65,77,88,85,1021
SC068,NA,Kishenehn,1186, ,-114.417,48.967,61,49,51,49,55,70,37,32,44,48,83,62,642
SC069,NA,Lakeview Can,2113, ,-111.817,44.583,56,41,56,65,81,74,46,33,42,54,52,52,650
SC070,NA,Little Park,2256, ,-111.333,45.3,69,54,66,76,116,117,73,70,61,67,66,73,906
SC072,NA,Lost Horse,1811, ,-114.5,46.133,187,155,149,121,118,109,48,48,72,104,199,191,1503
SC078,NA,Middle Mill,2393, ,-111.983,45.483,67,55,88,111,121,98,50,48,51,73,78,73,911
SC081,NA,Mudd Lake,2332, ,-113.417,45.917,69,68,92,105,122,114,50,59,66,61,84,81,971
SC082,NA,New World,2104, ,-110.917,45.567,60,59,86,105,129,108,48,50,59,70,71,70,914
SC083,NA,Newton Mount,1707, ,-115.967,48.7,185,132,154,108,110,108,47,42,62,105,200,174,1426
SC084,NA,Nez Perce Pa,2003, ,-114.5,45.717,113,88,85,76,78,70,35,35,45,60,114,110,910
SC085,NA,North Meadow,2287, ,-111.933,45.55,51,43,74,94,105,84,42,40,43,60,62,57,755
SC086,NA,Notch,2591, ,-112.133,44.883,65,59,78,86,95,93,53,49,56,64,69,67,832
SC087,NA,Palisade Cre,2515, ,-113.467,45.95,84,86,125,148,160,150,66,75,83,81,106,97,1259
SC088,NA,Picket Pin M,2210, ,-109.983,45.433,36,36,58,84,109,84,68,51,54,69,46,43,738
SC090,NA,Pipestone Pa,2195, ,-112.45,45.85,28,27,48,65,86,77,40,36,42,39,31,29,548
SC091,NA,Potomageton,2180, ,-111.367,44.917,70,58,63,62,81,75,48,41,42,55,66,72,733
SC093,NA,Red Mountain,1829, ,-115.35,48.917,120,86,104,82,87,94,41,35,51,72,127,110,1009
SC095,NA,Sacajawea,1997, ,-110.933,45.867,64,60,73,82,111,105,40,42,58,73,70,76,854
SC097,NA,Slag-A-Melt,2668, ,-113.717,45.367,128,102,108,119,123,100,44,46,58,79,128,124,1160
SC098,NA,Slide Rock M,2165, ,-113.567,46.583,80,78,82,90,97,101,48,53,59,58,89,93,928
SC099,NA,Smuggler Min,2122, ,-112.033,45.483,45,38,64,83,104,90,47,45,42,57,54,50,716
SC100,NA,Spotted Bear,2134, ,-113.45,47.9,87,70,75,70,75,74,32,35,46,57,86,83,789
SC101,NA,Stemple Pass,2012, ,-112.483,46.883,72,60,65,67,72,68,35,36,46,54,74,77,726
SC102,NA,Storm Lake,2372, ,-113.267,46.083,52,53,78,92,99,94,40,46,52,50,66,61,783
SC103,NA,Stuart Mill,1982, ,-113.267,46.167,25,29,45,61,80,82,41,40,48,39,34,27,550
SC105,NA,Ten Mile Low,2012, ,-112.283,46.45,32,32,48,59,83,77,47,40,47,41,42,41,587
SC106,NA,Ten Mile Mid,2073, ,-112.3,46.433,46,48,72,86,112,108,64,55,65,59,60,57,832
SC107,NA,Ten Mile Upp,2439, ,-112.283,46.417,57,58,83,100,119,111,64,56,66,63,67,66,911
SC108,NA,Timberline C,2698, ,-109.483,45.15,70,62,76,83,102,79,50,38,48,64,73,73,818
SC109,NA,Trail Creek,2162, ,-113.433,44.967,45,38,52,65,84,75,37,33,39,45,51,48,613
SC110,NA,Trinkus Lake,1860, ,-113.75,47.95,205,149,173,151,147,157,71,59,98,111,196,186,1703
SC111,NA,Truman Creek,1238, ,-114.4,48.017,42,31,35,38,57,77,45,33,42,35,54,44,535
SC114,NA,Twin Creeks,1091, ,-113.567,47.983,65,47,53,49,64,69,35,32,54,50,74,71,662
SC115,NA,Upper Hollan,1890, ,-113.517,47.467,189,151,139,126,110,105,46,47,78,106,198,163,1460
SC116,NA,Weasel Divid,1662, ,-114.733,48.95,182,113,137,113,128,154,72,59,90,121,183,147,1499
SC117,NA,White Pine R,2698, ,-112.733,44.617,38,33,50,62,72,67,31,30,33,43,40,40,539
SC118,NA,Willow Creek,1982, ,-109.317,45.167,27,32,51,78,112,82,47,36,45,54,37,31,631
SC119,NA,Wrong Creek,1738, ,-112.933,47.883,65,61,64,66,90,90,45,52,55,57,73,72,790
SC120,NA,Wrong Ridge,2073, ,-112.917,47.933,97,84,88,85,104,103,47,55,63,73,99,99,997
waps001,NA,wa001,2124, ,-121.2917,48.9583,479,302,284,213,143,107,75,66,123,345,605,484,3226
waps020,NA,wa020,1202, ,-121.5583,48.6417,519,332,350,225,157,121,85,98,150,369,671,543,3619
waps021,NA,wa021,1847, ,-121.3417,48.8167,524,343,341,229,158,122,88,94,150,373,661,543,3628
waps022,NA,wa022,2164, ,-121.1167,48.5417,515,342,331,220,158,118,84,83,142,377,667,561,3599
waps023,NA,wa023,1776, ,-121.2917,48.4083,489,341,331,223,162,115,77,77,138,377,681,561,3572
waps024,NA,wa024,991, ,-121.8167,48.2,585,327,440,314,245,173,101,96,169,373,639,545,4008
waps025,NA,wa025,1749, ,-120.8417,47.4083,257,178,150,96,58,34,16,15,40,124,269,264,1500
waps026,NA,wa026,1731, ,-120.5833,47.2667,153,108,94,53,59,47,20,15,32,61,158,167,967
waps027,NA,wa027,1020,@,-121.525,47.4583,481,273,371,280,231,185,87,87,193,330,561,429,3508
waps028,NA,wa028,1042, ,-121.6917,47.5167,577,327,438,317,235,173,99,101,174,364,641,488,3933
waps029,NA,wa029,952, ,-118.2167,48.5583,63,45,70,46,48,57,37,26,37,44,64,73,611
waps030,NA,waps030,487, ,-121.0333,48.8583,181,128,125,67,49,56,50,40,56,111,178,150,1190
11,NA,BOISE,829, ,-116.1861,43.6208,37,33,41,32,43,21,9,7,13,21,41,46,343
1.10E+05,NA,LAKEVIEW CAN,2112, ,-111.82,44.58,46,46,66,70,91,67,64,42,41,58,60,59,710
1.10E+09,NA,VALLEY VIEW,2036, ,-111.32,44.63,74,59,67,74,84,61,54,32,32,56,85,90,770
1.10E+10,NA,BIG SPRINGS,1951, ,-111.27,44.48,104,81,79,81,97,71,46,34,36,66,94,118,907
1.10E+13,NA,KILGORE,1926, ,-111.9,44.4,46,41,56,67,83,62,42,31,35,51,54,57,624
1.10E+15,NA,LUCKY DOG,2091, ,-111.22,44.48,117,105,98,98,119,100,80,47,50,78,113,142,1148
1.10E+17,NA,LATHAM SPRIN,2326, ,-111.15,44.47,149,128,135,120,124,85,45,38,40,89,145,164,1261
1.10E+21,NA,SENTINEL CRE,2530, ,-111.38,44.97,94,91,108,119,137,109,77,60,61,90,106,115,1168
1.10E+22,NA,POTOMAGETON,2179, ,-111.37,44.92,61,58,69,65,86,70,52,41,42,53,67,72,736
1.10E+23,NA,LAKE CREEK,1859, ,-111.58,44.83,35,33,44,53,67,61,42,33,30,47,41,39,526
1.10E+33,NA,SAWTELL MOUN,2658, ,-111.43,44.55,159,143,145,138,139,97,50,42,42,102,156,184,1398
1.10E+35,NA,TARGHEE PASS,2128, ,-111.28,44.67,67,59,62,73,80,65,50,30,28,54,76,87,729
11F01,NA,STATE LINE,2030, ,-111.05,43.55,82,56,73,84,117,69,58,45,55,71,84,90,885
11F12,NA,MC RENOLDS R,2048, ,-111.07,43.97,99,73,72,87,140,114,68,62,70,87,80,98,1052
11F15,NA,LAVA CREEK,2240, ,-111.52,43.3,83,66,75,66,78,57,29,35,38,53,76,86,741
11F16,NA,BROCKMAN STA,1960, ,-111.45,43.23,45,36,43,42,63,50,19,26,28,44,44,50,491
11F18,NA,PACKSADDLE S,2499, ,-111.35,43.72,142,99,109,104,128,91,57,56,69,84,121,136,1197
11G03,NA,AUSTIN BROS.,1951, ,-111.43,42.78,46,39,46,46,69,41,30,29,33,43,47,51,519
11G07,NA,EMIGRATION C,1981, ,-111.5,42.37,53,50,48,48,59,36,21,20,32,48,53,66,532
11G18,NA,MONTPELIER C,1993, ,-111.17,42.37,42,38,37,40,50,25,28,19,40,40,48,38,445
11G26,NA,UPPER HOME C,2609, ,-111.23,42.42,123,113,110,95,111,64,45,38,65,75,121,134,1095
11G27,NA,LOWER HOME C,2329, ,-111.22,42.38,79,68,63,60,72,42,27,23,38,51,69,83,675
11G31,NA,SULPHUR PEAK,2155, ,-111.45,42.65,84,63,53,70,61,59,20,25,38,55,59,88,675
11G35,NA,ALLEN RANCH,1972, ,-111.42,42.77,54,41,46,45,72,55,22,29,37,47,55,57,561
11G36,NA,JOHNSON CREE,2051, ,-111.43,42.67,63,58,61,64,83,59,35,41,48,54,64,68,699
11G37,NA,WOOD CANYON,2271, ,-111.45,42.68,95,69,58,74,62,52,19,23,33,58,66,100,710
1.20E+05,NA,IRVING CREEK,2219, ,-112.6,44.43,22,24,35,45,74,62,50,39,32,40,27,28,479
1.20E+06,NA,WEBBER CREEK,2042, ,-112.67,44.35,21,25,35,45,81,68,52,42,34,43,27,30,503
1.20E+07,NA,NOTCH,2591, ,-112.13,44.88,69,70,89,101,108,97,59,52,53,73,78,77,925
1.30E+02,NA,LEMHI PASS,2280, ,-113.43,44.98,44,41,52,71,66,48,24,22,26,44,56,51,545
1.30E+03,NA,TRAIL CREEK,2161, ,-113.43,44.97,38,35,50,66,75,69,37,36,35,46,52,40,579
1.30E+04,NA,LOST GARFIEL,2012, ,-113.33,44.32,12,13,18,21,30,30,20,15,12,17,14,16,218
1.30E+05,NA,SAWMILL CANY,2134, ,-113.38,44.37,30,30,43,47,64,64,36,32,30,39,33,39,488
1.30E+06,NA,FAIRVIEW G.S,2057, ,-113.35,44.33,14,16,22,23,31,29,19,15,13,18,17,18,235
1.30E+18,NA,COPES CAMP,2292, ,-113.82,44.85,37,32,43,55,61,47,20,18,24,35,45,42,459
1.30E+20,NA,ABOVE GILMOR,2512, ,-113.3,44.45,42,41,53,69,70,60,29,26,27,42,43,47,549
1.30E+22,NA,ASPEN HALL P,2499, ,-113.15,44.75,47,43,60,87,86,70,29,29,32,58,49,49,638
1.30E+23,NA,DAD CREEK LA,2682, ,-113.12,44.78,61,57,84,107,118,95,43,41,44,71,69,66,857
1.30E+25,NA,LEATHERMAN P,3005, ,-113.75,44.08,101,81,124,144,125,100,43,36,43,101,86,114,1099
1.30E+26,NA,DOUBLE SPRIN,2560, ,-113.83,44.22,45,42,52,68,61,56,21,18,24,40,42,53,522
1.30E+27,NA,MORSE CREEK,2170, ,-113.77,44.65,34,34,45,67,77,91,38,36,42,47,47,49,608
1.30E+29,NA,JAKES CANYON,2755, ,-113.35,44.78,54,46,67,82,88,81,34,32,49,54,73,59,717
1.30E+31,NA,SPRING MOUNT,2682, ,-113.25,44.35,57,65,76,83,83,68,44,43,38,43,63,56,720
13F02,NA,COPPER BASIN,2329, ,-113.92,43.82,41,38,47,37,42,29,18,13,18,29,39,53,406
13F06,NA,TELFER RANCH,1780, ,-113.77,43.53,32,23,24,23,26,21,7,9,9,20,21,37,251
13F08,NA,FISHPOLE LAK,2835, ,-113.85,43.65,103,86,117,104,109,78,36,27,41,75,88,130,993
13F10,NA,IRON MINE CR,1920, ,-113.72,43.55,60,42,42,41,49,38,13,15,15,38,37,66,457
13F11,NA,IRON BOG (DI,2332, ,-113.82,43.67,59,54,63,52,62,43,21,16,24,44,50,74,562
13F12,NA,LEADBELT (DI,2042, ,-113.72,43.63,44,33,36,36,43,38,18,14,15,30,32,51,390
13F20,NA,DRY FORK,2201, ,-113.68,43.58,71,64,76,59,71,49,25,20,26,46,62,86,654
14C09,NA,GOAT LAKE,1982, ,-114.817,46.667,228,202,198,178,184,145,76,72,96,152,297,271,2101
14,NA,CHAMOKANE,594, ,-117.7392,48.0314,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,76,-9999
14D04,NA,WILLIAMS CRE,2435, ,-114.08,45.1,63,50,72,92,86,64,31,30,33,51,77,71,722
14D05,NA,PERREAU MEAD,2591, ,-114.07,45.13,75,62,78,92,101,79,33,30,41,60,88,81,820
1.40E+04,NA,TWIN PEAKS (,2801, ,-114.47,44.6,105,95,111,144,143,113,51,34,47,101,118,124,1188
1.40E+09,NA,BRUNO CREEK,2414, ,-114.53,44.35,84,74,78,67,70,53,28,24,34,50,84,93,740
14F07,NA,MASCOT MINE,2371, ,-114.1,43.7,79,68,83,71,78,54,32,22,34,52,66,100,739
14F09,NA,MOUNT BALDY,2719, ,-114.4,43.67,95,93,105,79,73,49,23,17,31,57,95,125,843
15C02,NA,FISH LAKE AI,1723, ,-115.067,46.333,179,138,151,155,156,135,52,49,77,124,207,170,1594
1.60E+09,NA,STURGILL RID,2036, ,-115.95,44.6,150,129,137,115,118,60,21,14,26,72,151,200,1195
16F01,NA,DEADMAN GULC,1707, ,-116.02,43.92,122,105,107,81,79,45,24,13,32,56,126,156,946
17,NA,CORVALLIS,1096, ,-114.0833,46.3333,14,12,16,23,38,39,20,20,21,17,17,16,253
18A01,NA,SHERMAN CREE,1631, ,-118.48,48.62,70,42,68,74,116,119,63,35,39,46,96,77,844
19A01,NA,MUTTON CREEK,1737, ,-119.87,48.67,70,49,54,47,62,56,30,25,31,47,89,66,625
19A04,NA,MUTTON CREEK,1829, ,-119.87,48.7,72,51,63,60,88,73,36,27,40,62,105,70,746
19A05,NA,HORSESHOE BA,2134, ,-119.95,48.97,80,50,74,57,89,94,68,45,43,70,117,65,853
19A10,NA,STARVATION M,2057, ,-119.95,48.57,110,74,96,65,80,72,31,21,31,91,172,78,922
19A11,NA,MUTTON CREEK,1829, ,-119.87,48.7,54,36,53,42,59,57,25,20,24,52,76,63,561
19A15,NA,MOSES PEAK,2027, ,-119.07,48.37,78,73,84,78,92,99,35,42,55,62,106,107,911
19A17,NA,IRENE'S CAMP,1686, ,-119.95,48.85,45,53,39,46,52,45,32,26,26,31,54,61,512
19A18,NA,COLD CREEK S,1835, ,-119.78,48.93,45,45,41,40,54,57,42,37,27,29,54,54,527
19A22,NA,STARVATION M,2054, ,-119.95,48.53,81,92,63,57,62,56,41,27,29,43,94,93,740
20A02,NA,FREEZEOUT ME,1524, ,-120.9,48.82,160,100,136,84,66,49,29,28,50,109,232,140,1183
20A04,NA,DEVILS PARK,1798, ,-120.85,48.75,229,154,168,118,100,89,50,44,67,152,300,207,1680
20A10,NA,BILLY GOAT P,1951, ,-120.33,48.82,167,122,152,80,86,78,40,31,51,156,256,136,1355
20A30,NA,SAFETY HARBO,1829, ,-120.33,48.12,140,124,128,74,102,55,31,24,52,104,209,121,1163
20A32,NA,PUGH RIDGE A,2050, ,-120.55,48.07,180,117,121,81,73,51,26,22,32,111,215,151,1181
20A36,NA,FOX CAMP AM,1984, ,-120.63,48.1,283,210,235,145,155,107,56,47,63,183,369,265,2118
21,NA,DWORSHAK-DEN,506, ,-116.2206,46.6233,89,64,68,57,65,45,19,19,28,46,98,81,678
22,NA,DEER LODGE,1426, ,-112.7667,46.3356,7,10,14,17,39,47,37,27,26,16,12,8,259
26,NA,FAIRFIELD,1536, ,-114.825,43.3083,35,24,28,24,31,25,8,4,8,21,25,43,278
29,NA,FORT HALL,1355, ,-112.4311,43.0714,16,14,23,25,36,26,13,14,17,21,21,16,242
30,NA,GRAND COULEE,402, ,-118.9536,47.9453,23,18,21,20,27,20,18,6,7,15,26,29,231
31,NA,GRAND VIEW,786, ,-116.0561,42.9125,14,12,18,17,23,14,7,6,8,12,16,15,162
32,NA,GEORGE,351, ,-119.6422,47.0439,21,14,16,11,13,11,8,5,5,11,17,25,157
33,NA,GLENNS FERRY,922, ,-115.3569,42.8667,26,19,30,25,25,28,7,7,8,22,32,38,267
34,NA,GOLDENDALE,512, ,-120.8244,45.8119,65,41,41,26,22,17,7,7,9,26,56,67,385
39,NA,HARRAH,259, ,-120.5744,46.3847,33,20,17,12,13,12,4,6,4,11,20,35,188
43,NA,KETTLE FALLS,408, ,-118.1242,48.595,52,31,37,28,33,36,36,13,16,27,50,60,419
46,NA,LAKE BRYAN-R,192, ,-117.6542,46.6975,43,35,39,37,29,24,13,12,13,23,55,57,381
47,NA,LEGROW,177, ,-118.9361,46.2053,28,17,23,20,24,17,5,8,7,17,28,26,219
48,NA,LIND,450, ,-118.7394,46.8672,25,19,23,18,19,17,9,6,9,18,29,29,221
51,NA,MALTA,1344, ,-113.4139,42.4375,15,14,17,27,34,27,18,17,15,17,16,19,236
54,NA,MONTEVIEW,1480, ,-112.5358,44.015,11,10,13,20,25,23,14,13,11,14,14,10,179
56,NA,NAMPA,803, ,-116.6369,43.4417,22,19,25,25,31,21,7,5,13,14,25,23,228
57,NA,ODESSA,503, ,-118.8786,47.3089,26,20,21,19,19,15,9,6,8,14,27,28,214
58,NA,OMAK,376, ,-119.5761,48.4025,33,28,25,20,32,29,14,15,12,17,33,43,300
62,NA,PICABO,1494, ,-114.1658,43.3117,39,33,34,28,33,25,12,7,14,25,28,44,322
63,NA,PARMA,703, ,-116.9333,43.8,28,16,19,21,28,18,5,6,7,13,19,29,210
66,NA,ROUNDBUTTE,927, ,-114.2806,47.5394,20,17,19,29,46,59,23,26,33,25,26,20,343
67,NA,RUPERT,1266, ,-113.8381,42.595,18,14,23,25,34,19,5,10,12,19,22,24,225
69,NA,REXBURG,1486, ,-111.7667,43.85,22,17,23,27,36,36,14,12,16,26,20,21,270
70,NA,SEVEN BAYS M,418, ,-118.3411,47.8553,39,30,30,24,27,21,19,11,10,22,39,50,323
72,NA,SILCOTT ISLA,251, ,-117.1847,46.4186,26,20,30,25,33,27,14,13,16,19,28,23,275
73,NA,TWIN FALLS (,1195, ,-114.3453,42.5461,25,22,27,28,32,22,8,10,10,19,27,33,263
3000B5D0,NA,ABERNATHY MT,884, ,-123.1,46.35,274,214,191,161,104,94,30,45,79,202,367,282,2044
12852,NA,ABERDEEN EXP,1343, ,-112.8253,42.9536,18,16,20,20,28,26,13,11,18,19,19,23,230
12860,NA,AMERICAN FAL,1343, ,-112.9214,42.7914,25,24,33,31,36,22,13,14,21,20,28,34,300
12861,NA,ANDERSON DAM,1183, ,-115.4458,43.3586,67,53,50,34,35,20,11,6,15,32,76,85,481
12862,NA,ARBON 2 NW,1588, ,-112.5758,42.5031,45,35,40,39,50,31,22,24,23,30,36,52,427
12863,NA,ARCO,1623, ,-113.2989,43.6356,21,18,20,25,31,28,13,15,15,16,18,24,245
12865,NA,ARROWROCK DA,998, ,-115.9239,43.5939,59,51,47,38,39,20,9,6,16,27,59,71,442
12866,NA,ASHTON,1589, ,-111.4522,44.0639,46,34,39,38,55,43,20,21,27,37,49,54,462
12868,NA,ATLANTA,1678, ,-115.1333,43.8,101,72,92,50,59,32,15,16,27,38,70,110,683
12874,NA,AVERY RANGER,759, ,-115.8,47.25,105,72,83,72,80,63,36,32,36,70,114,105,871
12875,NA,AVERY RS #2,728, ,-115.9256,47.2492,114,84,97,75,85,64,31,30,45,79,121,111,937
12884,NA,BAYVIEW MODE,632, ,-116.5669,47.975,72,49,57,54,58,47,27,21,28,52,88,73,625
12887,NA,BERN,1818, ,-111.385,42.3353,37,37,33,41,52,33,21,25,33,42,38,41,434
12888,NA,BIG CREEK,1732, ,-115.3167,45.1333,78,63,72,59,74,59,34,24,33,47,68,89,699
12895,NA,BLACKFOOT FI,1367, ,-112.3531,43.1969,23,20,26,26,38,23,13,11,18,23,23,25,269
12896,NA,BLACKFOOT DA,1891, ,-111.7167,43,33,38,32,30,57,42,21,28,32,33,31,44,421
12899,NA,BLISS 4 NW,998, ,-115.0131,42.9544,30,26,24,23,23,16,5,5,10,18,34,41,255
12906,NA,BOISE 7 N,1184, ,-116.2022,43.7383,52,44,56,49,53,30,11,7,19,32,55,65,474
12907,NA,BOISE LUCKY,866, ,-116.0542,43.5253,38,28,39,37,37,21,9,7,14,19,47,-9999,-9999
12910,NA,BOISE NWS WF,871, ,-116.21,43.5686,30,26,34,31,39,16,6,7,13,19,34,38,294
12912,NA,BONNERS FERR,539, ,-116.3222,48.6958,63,36,41,37,45,45,20,19,25,44,68,71,516
12920,NA,BROWNLEE DAM,562, ,-116.8981,44.8364,51,36,40,34,46,33,12,12,16,27,44,50,401
12923,NA,BRUNEAU,792, ,-115.8028,42.8822,21,13,19,18,25,17,3,4,8,14,22,20,186
12924,NA,BUHL,1147, ,-114.7667,42.6,22,18,22,24,27,19,6,5,8,19,23,29,224
12925,NA,BUHL NO 2,1158, ,-114.7453,42.6006,24,19,25,24,29,20,6,7,9,16,25,29,233
12926,NA,BUNGALOW RAN,698, ,-115.5,46.6333,143,93,143,116,100,77,37,32,54,89,156,153,1193
12928,NA,BURKE 2 ENE,1247, ,-115.8,47.5333,162,111,141,96,97,91,42,34,64,100,173,162,1273
12929,NA,BURLEY,1275, ,-113.7833,42.5333,24,20,26,26,28,16,6,8,11,18,24,31,239
12930,NA,BURLEY 2 S,1274, ,-113.8028,42.5189,25,21,26,29,37,23,8,11,18,23,28,28,277
12934,NA,CABINET GORG,689, ,-116.0583,48.0856,99,70,72,56,63,70,31,24,38,63,109,97,791
12936,NA,CALDWELL,722, ,-116.6833,43.6667,37,27,30,27,30,17,7,5,12,19,28,41,280
12940,NA,CAMBRIDGE,808, ,-116.6753,44.5733,74,62,55,36,44,30,10,10,18,29,70,94,532
12942,NA,CAMPBELLS FE,704, ,-115.3333,45.4833,58,40,52,55,77,73,30,24,30,48,56,57,601
12948,NA,CASCADE 1 NW,1492, ,-116.0481,44.5228,68,61,59,51,53,42,16,15,23,40,74,81,583
12953,NA,CASTLEFORD 2,1166, ,-114.8661,42.5503,27,19,25,26,28,22,5,6,9,18,25,24,233
12957,NA,CENTERVILLE,1353, ,-115.8453,43.9592,97,76,61,64,62,41,19,13,28,45,85,107,699
12958,NA,CHALLIS,1577, ,-114.2397,44.5036,9,8,12,13,26,26,16,14,15,12,14,13,178
12960,NA,CHILLY BARTO,1908, ,-113.8289,43.9772,8,7,13,17,30,36,19,19,15,17,9,10,200
12964,NA,CLARKIA RANG,1006, ,-116.2664,47.0139,100,87,108,66,82,56,32,27,37,77,98,129,900
12971,NA,COBALT,1526, ,-114.2333,45.0833,28,30,34,47,49,56,35,28,29,26,38,40,440
12972,NA,COBALT BLACK,2077, ,-114.35,45.1167,43,41,55,55,56,61,34,32,24,33,46,44,524
12975,NA,COEUR D'ALEN,650, ,-116.8017,47.6789,81,55,59,45,55,51,25,22,24,47,88,87,640
12979,NA,CONDA,1891, ,-111.55,42.7167,44,41,46,40,74,37,34,25,43,43,43,48,518
12983,NA,COTTONWOOD,1040, ,-116.3333,46.0167,36,31,35,46,74,81,35,29,43,39,46,40,535
12984,NA,COTTONWOOD 2,1202, ,-116.3919,46.0336,47,37,47,59,79,68,36,28,29,39,55,43,567
12985,NA,COUNCIL,899, ,-116.4314,44.7306,83,69,61,54,54,40,12,10,21,37,84,89,615
12986,NA,CRAIGMONT,1143, ,-116.4833,46.2333,45,34,56,63,74,51,32,24,32,38,58,39,544
12987,NA,CRATERS OF T,1797, ,-113.5581,43.465,45,34,31,31,40,31,14,18,16,29,28,48,365
12992,NA,DEADWOOD DAM,1641, ,-115.6333,44.3167,105,87,73,56,58,46,24,22,33,53,96,128,782
