STATION,PPT_sp,PPT_sm,PPT_at,PPT_wt,Tmax_sp,Tmax_sm,Tmax_at,Tmax_wt,Tmin_sp,Tmin_sm,Tmin_at,Tmin_wt,Tave_sp,Tave_sm,Tave_at,Tave_wt,MSP,MAP,MAT,MWMT,MCMT,TD,AHM,SHM
13388,151,107,94,74,18.86666667,32.2,19.8,7.2,4.5,12.4,5.066666667,-1.066666667,11.68333333,22.3,12.43333333,3.066666667,39.4,426,12.37083333,24.25,2.1,22.15,52.51369327,615.4822335
91437,NA,NA,NA,NA,18.76666667,31.86666667,NA,8.333333333,4.1,12.36666667,4.8,-1.7,11.43333333,22.11666667,NA,3.316666667,NA,NA,NA,23.9,2.4,21.5,NA,NA
93535,245,168,215,245,7.166666667,19.06666667,7.966666667,-1.5,-2.066666667,8.066666667,0.233333333,-7.966666667,2.55,13.56666667,4.1,-4.733333333,62.2,873,3.870833333,15.2,-5.5,20.7,15.88869798,244.3729904
109330,173,276,NA,NA,9.166666667,19.76666667,7.3,NA,-0.166666667,9.233333333,0.5,NA,4.5,14.5,3.9,NA,84.2,NA,NA,15.4,NA,NA,NA,182.8978622
406,NA,170,NA,NA,NA,21.73333333,9.066666667,NA,NA,10.2,1.566666667,NA,NA,15.96666667,5.316666667,NA,56.4,NA,NA,17.5,NA,NA,NA,310.2836879
93382,241,108,192,281,9.266666667,22.9,11.36666667,-0.2,-4.3,5.666666667,-2.3,-11.36666667,2.483333333,14.28333333,4.533333333,-5.783333333,46.8,822,3.879166667,16,-6.2,22.2,16.88463098,341.8803419
404,NA,168,NA,NA,11.7,23.43333333,10.73333333,-0.133333333,1.766666667,10.2,2.633333333,-5.266666667,6.733333333,16.81666667,6.683333333,-2.7,56.4,NA,6.883333333,18.1,-3.75,21.85,NA,320.9219858
93523,275,128,171,233,7,17.83333333,8,-1.533333333,-5.933333333,NA,NA,NA,0.533333333,NA,NA,NA,52.4,807,NA,NA,NA,NA,NA,NA
91460,NA,NA,NA,NA,9.3,21.86666667,10.26666667,-0.4,-1.7,NA,0.766666667,-7.866666667,3.8,NA,5.516666667,-4.133333333,NA,NA,NA,NA,-4.9,NA,NA,NA
149808,NA,NA,NA,NA,11.06666667,15.63333333,12.33333333,7.566666667,7.033333333,NA,8.533333333,4.5,9.05,NA,10.43333333,6.033333333,NA,NA,NA,NA,5.8,NA,NA,NA
1197530,NA,NA,NA,NA,6.633333333,19.7,2.466666667,-13.1,-7.1,6.166666667,-7.8,-24,-0.233333333,12.93333333,-2.666666667,-18.55,NA,NA,-2.129166667,14.35,-20.8,35.15,NA,NA
1077508,NA,NA,136,82,10.36666667,20.26666667,8.8,-1.933333333,-1.866666667,5.866666667,-1.166666667,-10.53333333,4.25,13.06666667,3.816666667,-6.233333333,NA,NA,3.725,13.95,-7.3,21.25,NA,NA
1077500,95,151,177,125,10.63333333,20.73333333,8.566666667,-2.3,-1.1,7.6,-0.433333333,-10.13333333,4.766666667,14.16666667,4.066666667,-6.216666667,49.4,548,4.195833333,15.1,-7.25,22.35,25.90480535,305.6680162
1077505,91,148,161,120,10.73333333,21.1,9.166666667,-1.9,-2.2,5.666666667,-1.533333333,-11.6,4.266666667,13.38333333,3.816666667,-6.75,46.6,520,3.679166667,14.25,-7.7,21.95,26.30608974,305.7939914
M107005,NA,NA,NA,NA,10.2,19.83333333,8.233333333,-2.566666667,-0.9,7.7,-0.233333333,-9.3,4.65,13.76666667,4,-5.933333333,NA,NA,4.120833333,14.7,-7.1,21.8,NA,NA
3076020,NA,NA,NA,NA,NA,18.5,NA,NA,NA,8.633333333,NA,NA,NA,13.56666667,NA,NA,NA,NA,NA,14.4,NA,NA,NA,NA
33243,44,27,50,71,19.3,31.4,18.9,5.266666667,3.766666667,13.43333333,3.433333333,-3.8,11.53333333,22.41666667,11.16666667,0.733333333,9.2,192,11.4625,23.9,-0.6,24.5,111.7838542,2597.826087
91930,NA,NA,NA,NA,12.53333333,26.76666667,14.3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102016,NA,NA,NA,NA,10.43333333,20.03333333,10.23333333,1.766666667,2.2,9.5,4.266666667,-1.633333333,6.316666667,14.76666667,7.25,0.066666667,NA,NA,7.1,15.8,-0.45,16.25,NA,NA
33247,381,148,465,569,14.76666667,22.86666667,15.7,8.3,4.433333333,10.7,5.533333333,1.2,9.6,16.78333333,10.61666667,4.75,63.8,1563,10.4375,17.95,4,13.95,13.07581574,281.3479624
33248,586,178,774,1031,9.7,19.5,11,1.5,-0.733333333,6.933333333,1.4,-4.9,4.483333333,13.21666667,6.2,-1.7,83.6,2569,5.55,14.8,-2.6,17.4,6.052938887,177.0334928
53122,NA,NA,NA,NA,5.933333333,16.23333333,2.7,-5.2,-3.666666667,5.233333333,-2.433333333,-10,1.133333333,10.73333333,0.133333333,-7.6,NA,NA,1.1,11.75,-8.5,20.25,NA,NA
53125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3076040,NA,NA,NA,NA,NA,19.46666667,NA,NA,NA,9.066666667,NA,NA,NA,14.26666667,NA,NA,NA,NA,NA,15.15,NA,NA,NA,NA
13396,121,90,88,85,11.8,26.93333333,14.2,-0.333333333,-2.733333333,6.166666667,-2.466666667,-12,4.533333333,16.55,5.866666667,-6.166666667,34.4,384,5.195833333,18.3,-6.65,24.95,39.57248264,531.9767442
1037553,NA,NA,NA,NA,8.866666667,12.56666667,11.53333333,7.366666667,4.7,9.866666667,8.366666667,4.333333333,6.783333333,11.21666667,9.95,5.85,NA,NA,8.45,12.25,5.7,6.55,NA,NA
93547,151,46,117,266,11.33333333,24.53333333,13.76666667,1.766666667,-1.066666667,7.4,5.55E-17,-9.2,5.133333333,15.96666667,6.883333333,-3.716666667,22.4,580,6.066666667,17.75,-4.55,22.3,27.70114943,792.4107143
93381,191,101,161,223,9.866666667,23.13333333,11.46666667,-0.133333333,-3.366666667,6.7,-1.766666667,-11.03333333,3.25,14.91666667,4.85,-5.583333333,41.2,676,4.358333333,16.6,-6.25,22.85,21.24013807,402.9126214
21085,128,138,78,31,13.13333333,27.13333333,14.73333333,2.066666667,-2.033333333,9.6,-1.366666667,-12.2,5.55,18.36666667,6.683333333,-5.066666667,47.4,375,6.383333333,20,-5.7,25.7,43.68888889,421.9409283
21084,118,112,79,28,14.56666667,29.33333333,15.7,2.233333333,-1.533333333,11.23333333,-1.566666667,-11.6,6.516666667,20.28333333,7.066666667,-4.683333333,41.8,337,7.295833333,22.5,-5.45,27.95,51.32294758,538.277512
106038,445,272,629,812,12,20.16666667,11.1,3.766666667,5.433333333,11.56666667,6.3,1.1,8.716666667,15.86666667,8.7,2.433333333,98.6,2158,8.929166667,16.8,0.95,15.85,8.771624961,170.3853955
1017559,262,81,445,583,12.2,20.53333333,13,5.7,3.466666667,NA,5.033333333,0.633333333,7.833333333,NA,9.016666667,3.166666667,36,1371,NA,NA,2.7,NA,NA,NA
1167592,121,143,153,168,13.03333333,24.13333333,10.7,0,2.566666667,12.03333333,3.6,-4.2,7.8,18.08333333,7.15,-2.1,47.6,585,7.733333333,19.3,-2.65,21.95,30.31339031,405.4621849
93636,133,91,105,125,11.46666667,22.7,13.46666667,4.9,3.333333333,NA,NA,-2.033333333,7.4,NA,NA,1.433333333,33.2,454,NA,NA,0.85,NA,NA,NA
M110511,NA,NA,NA,NA,12.3,21.46666667,14.1,NA,4.1,11.36666667,6.5,NA,8.2,16.41666667,10.3,NA,NA,NA,NA,17.35,NA,NA,NA,NA
93623,NA,69,174,333,10.1,23.16666667,12.46666667,2.366666667,-0.233333333,10.8,2.633333333,-5.233333333,4.933333333,16.98333333,7.55,-1.433333333,34.6,NA,7.008333333,19.05,-1.85,20.9,NA,550.5780347
1017610,147,85,247,283,13.7,21.5,14.3,7.766666667,5.2,10.53333333,6.566666667,2.033333333,9.45,16.01666667,10.43333333,4.9,32.2,762,10.2,16.8,4.35,12.45,26.50918635,521.7391304
91875,NA,NA,NA,NA,13.36666667,27.26666667,14.3,1.1,1.566666667,13.9,3.366666667,-8.3,7.466666667,20.58333333,8.833333333,-3.6,NA,NA,8.320833333,22.4,-4.55,26.95,NA,NA
1147620,191,153,219,264,15.4,27.23333333,13.73333333,1.8,1.333333333,9.666666667,2.033333333,-5.033333333,8.366666667,18.45,7.883333333,-1.616666667,54,827,8.270833333,19.75,-2.5,22.25,22.09290609,365.7407407
1087600,81,140,128,106,9.166666667,20.13333333,8.633333333,-2.7,-2.3,7.033333333,0.133333333,-9.533333333,3.433333333,13.58333333,4.383333333,-6.116666667,43.8,455,3.820833333,14.7,-7.2,21.9,30.37545788,335.6164384
109419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1157630,142,144,168,139,10.73333333,22.5,10.1,-1.6,-1.333333333,6.7,-1.2,-10.36666667,4.7,14.6,4.45,-5.983333333,49.6,593,4.441666667,15.85,-7.25,23.1,24.35356942,319.5564516
115568,105,124,118,92,9.933333333,21.73333333,9.2,-1.433333333,-3.166666667,5.433333333,-3.133333333,-11,3.383333333,13.58333333,3.033333333,-6.216666667,42,439,3.445833333,15.2,-7.55,22.75,30.62832194,361.9047619
1157631,108,178,122,NA,11.23333333,22.73333333,10.53333333,-1.5,-1.933333333,6.4,-2,-11.33333333,4.65,14.56666667,4.266666667,-6.416666667,56.4,NA,4.266666667,15.9,-7.95,23.85,NA,281.9148936
93760,604,154,681,1127,NA,NA,NA,NA,-0.566666667,NA,NA,NA,NA,NA,NA,NA,71.8,2566,NA,NA,NA,NA,NA,NA
13401,166,115,111,113,11.16666667,25.6,12.46666667,-1.666666667,-3.433333333,6.1,-3.133333333,-12.6,3.866666667,15.85,4.666666667,-7.133333333,44.2,505,4.3125,17.6,-7.75,25.35,28.34158416,398.1900452
1167637,51,78,73,56,17.46666667,28.83333333,14.96666667,2.133333333,4.3,13.8,4.466666667,-4.666666667,10.88333333,21.31666667,9.716666667,-1.266666667,25.4,258,10.1625,22.5,-2.6,25.1,78.14922481,885.8267717
1177640,96,164,118,134,12.26666667,22.56666667,8.966666667,-3.866666667,-0.566666667,8.466666667,-0.5,-11.06666667,5.85,15.51666667,4.233333333,-7.466666667,48,512,4.533333333,16.6,-8.95,25.55,28.38541667,345.8333333
93795,NA,NA,NA,NA,8.733333333,18.5,11.6,3.333333333,0.533333333,7.633333333,3.7,NA,4.633333333,13.06666667,7.65,NA,NA,NA,NA,14.65,NA,NA,NA,NA
sp107,NA,NA,NA,NA,12.86666667,23.8,12.36666667,NA,1.85E-16,8.966666667,0.133333333,NA,6.433333333,16.38333333,6.25,NA,NA,NA,NA,17.85,NA,NA,NA,NA
33261,108,55,86,132,15.33333333,27.7,15.56666667,3.133333333,3.3,12.06666667,3.933333333,-3.033333333,9.316666667,19.88333333,9.75,0.05,20.8,381,9.75,21.3,-1.2,22.5,51.83727034,1024.038462
142825,NA,NA,114,NA,NA,NA,14.96666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99086,108,78,104,137,15.1,27.56666667,15.63333333,3.2,2.6,11.73333333,3.366666667,-3.5,8.85,19.65,9.5,-0.15,28,427,9.4625,21.15,-1.05,22.2,45.57962529,755.3571429
96343,113,64,104,138,14.06666667,26.66666667,14.5,1.9,2.333333333,11.76666667,3,-4.7,8.2,19.21666667,8.75,-1.4,24.2,419,8.691666667,20.7,-2.7,23.4,44.61018298,855.3719008
33264,NA,NA,NA,NA,13.83333333,26.5,14.4,1.9,2.666666667,12.33333333,3.366666667,-4.366666667,8.25,19.41666667,8.883333333,-1.233333333,NA,NA,8.829166667,20.95,-2.35,23.3,NA,NA
3450,NA,NA,NA,NA,13.56666667,26.13333333,14.16666667,1.733333333,2.566666667,12,3.233333333,-4.433333333,8.066666667,19.06666667,8.7,-1.35,NA,NA,8.620833333,20.6,-2.5,23.1,NA,NA
33265,119,65,105,145,14,26.46666667,14.5,1.533333333,1.533333333,9.766666667,1.4,-5.3,7.766666667,18.11666667,7.95,-1.883333333,24.8,434,7.9875,19.65,-3.15,22.8,41.44585253,792.3387097
4736,NA,NA,NA,NA,14.63333333,27.16666667,15.3,3,2.6,11.63333333,3.333333333,-3.5,8.616666667,19.4,9.316666667,-0.25,NA,NA,9.270833333,21,-1.05,22.05,NA,NA
1097646,112,184,152,120,10.13333333,20.7,9.133333333,-1.366666667,-3.433333333,4.166666667,-3.2,-12.5,3.35,12.43333333,2.966666667,-6.933333333,56,568,2.954166667,13.4,-8,21.4,22.80663146,239.2857143
33266,97,53,93,138,15.83333333,28.33333333,16.03333333,3.2,1.4,9.333333333,0.933333333,-5.133333333,8.616666667,18.83333333,8.483333333,-0.966666667,19.2,381,8.741666667,20.3,-2.35,22.65,49.19072616,1057.291667
92901,NA,NA,NA,NA,17.03333333,29.76666667,17.23333333,3.2,3.3,13.13333333,5.133333333,-2.966666667,10.16666667,21.45,11.18333333,0.116666667,NA,NA,10.72916667,23.05,-0.95,24,NA,NA
1037650,746,372,1042,1154,11.13333333,16.73333333,13.2,8.3,5.233333333,11.03333333,7.833333333,3.566666667,8.183333333,13.88333333,10.51666667,5.933333333,143.6,3314,9.629166667,14.75,5.6,9.15,5.923104003,102.7158774
303F0PP,105,247,80,32,9.766666667,20.63333333,10.06666667,-1.066666667,-4.033333333,6.233333333,-3.666666667,-13.83333333,2.866666667,13.43333333,3.2,-7.45,71.2,464,3.0125,14.7,-8.15,22.85,28.04418103,206.4606742
93634,275,141,211,329,8.533333333,19.83333333,10.73333333,1.933333333,-0.6,9.033333333,2.166666667,-4.7,3.966666667,14.43333333,6.45,-1.383333333,49.8,956,5.866666667,16.3,-2.1,18.4,16.59693166,327.3092369
93288,280,201,174,210,5.233333333,17.23333333,5.466666667,-4.966666667,-6.3,4.366666667,-3.7,-12.76666667,-0.533333333,10.8,0.883333333,-8.866666667,69.8,865,0.570833333,12.55,-9.55,22.1,12.22061657,179.7994269
1047660,464,194,691,796,14.2,22,13.76666667,5.566666667,4.733333333,12.03333333,6.066666667,-0.233333333,9.466666667,17.01666667,9.916666667,2.666666667,77.6,2145,9.766666667,17.9,1.4,16.5,9.215229215,230.6701031
10476F0,509,178,814,917,14.3,22.76666667,13.73333333,5.133333333,4.066666667,11.3,5.166666667,-0.633333333,9.183333333,17.03333333,9.45,2.25,74.8,2418,9.479166667,17.95,1.15,16.8,8.055900193,239.973262
1047F6B,NA,NA,NA,NA,NA,NA,NA,6.266666667,NA,NA,NA,-0.533333333,NA,NA,NA,2.866666667,NA,NA,NA,NA,1.7,NA,NA,NA
1047670,464,197,738,835,14.43333333,22.6,14.23333333,6.233333333,4.5,11.6,5.5,-0.233333333,9.466666667,17.1,9.866666667,3,78.8,2234,9.858333333,18,1.95,16.05,8.889137571,228.4263959
1047671,466,206,772,812,14.5,22.16666667,14.23333333,6.4,4.566666667,11.6,5.533333333,-0.166666667,9.533333333,16.88333333,9.883333333,3.116666667,82.2,2256,9.854166667,17.7,2.15,15.55,8.800605792,215.3284672
1047672,487,195,739,900,14.36666667,23.5,13.63333333,3.766666667,3.433333333,10.66666667,4.566666667,-1.933333333,8.9,17.08333333,9.1,0.916666667,75.6,2321,9,17.95,-0.2,18.15,8.18612667,237.4338624
93615,351,111,250,414,10.9,23.3,11.7,0.566666667,-4.6,4.933333333,-2.133333333,-10.2,3.15,14.11666667,4.783333333,-4.816666667,51.4,1126,4.308333333,15.9,-5.7,21.6,12.70722321,309.3385214
22123,NA,NA,NA,NA,15.9,28.16666667,12.3,0.733333333,1.8,11.53333333,3.233333333,-4.8,8.85,19.85,7.766666667,-2.033333333,NA,NA,8.608333333,21.25,-2.75,24,NA,NA
3015672,101,226,NA,61,8.9,21.73333333,7.333333333,-7.633333333,-3.966666667,8.033333333,-3.6,-18.03333333,2.466666667,14.88333333,1.866666667,-12.83333333,63.8,NA,1.595833333,16,-14.45,30.45,NA,250.7836991
21041,NA,NA,NA,NA,13.26666667,27.5,13.43333333,-2.933333333,-0.3,12.6,0.733333333,-13.36666667,6.483333333,20.05,7.083333333,-8.15,NA,NA,6.366666667,21.55,-9.5,31.05,NA,NA
98964,68,132,48,21,12.3,26.6,12.9,-3.733333333,-0.2,12.76666667,0.966666667,-13.26666667,6.05,19.68333333,6.933333333,-8.5,39.6,269,6.041666667,21.2,-9.8,31,59.63444857,535.3535354
21042,175,169,163,151,11,24.16666667,12.13333333,0.9,-1.933333333,7.133333333,0.066666667,-9.133333333,4.533333333,15.65,6.1,-4.116666667,59.2,658,5.541666667,17.1,-4.95,22.05,23.6195542,288.8513514
71,NA,NA,NA,NA,13.53333333,26.3,13.86666667,2.133333333,1.666666667,10.3,2.166666667,-5.366666667,7.6,18.3,8.016666667,-1.616666667,NA,NA,8.075,19.8,-2.5,22.3,NA,NA
SLK,421,328,507,457,5.5,15.6,4.433333333,-4.633333333,-5.033333333,4.8,-2.733333333,-11.16666667,0.233333333,10.2,0.85,-7.9,112.4,1713,0.845833333,11.9,-9.2,21.1,6.331484725,105.8718861
2B08P,414,347,526,420,5.6,14.53333333,4,-3.533333333,-4.3,4.5,-2.2,-9.733333333,0.65,9.516666667,0.9,-6.633333333,116.4,1707,1.108333333,11.05,-7.75,18.8,6.507518063,94.93127148
92556,NA,NA,NA,NA,9.766666667,22.63333333,10.93333333,1,-2.433333333,5.9,-0.7,-9.066666667,3.666666667,14.26666667,5.116666667,-4.033333333,NA,NA,4.754166667,15.7,-4.75,20.45,NA,NA
39123,NA,NA,NA,NA,2.733333333,NA,NA,-4.933333333,-4.766666667,NA,NA,-10.7,-1.016666667,NA,NA,-7.816666667,NA,NA,NA,NA,-8.55,NA,NA,NA
93532,422,293,397,466,NA,17.13333333,5.533333333,-4.166666667,-4.433333333,4.566666667,-2.2,-10.13333333,NA,10.85,1.666666667,-7.15,105,1578,NA,12.45,-7.8,20.25,NA,118.5714286
33270,NA,NA,NA,NA,6.866666667,17.53333333,9.3,-0.066666667,0.066666667,8.1,2.666666667,-4.6,3.466666667,12.81666667,5.983333333,-2.333333333,NA,NA,4.983333333,14.45,-2.9,17.35,NA,NA
4786,NA,NA,NA,NA,6.533333333,17.1,9,-0.166666667,9.24E-17,7.8,2.5,-4.5,3.266666667,12.45,5.75,-2.333333333,NA,NA,4.783333333,14.1,-2.9,17,NA,NA
93741,485,151,649,941,7.666666667,18.1,9.066666667,-0.7,-0.4,7.433333333,2.3,-4.9,3.633333333,12.76666667,5.683333333,-2.8,70.2,2226,4.820833333,14.45,-3.6,18.05,6.658056304,205.8404558
96420,458,164,595,781,6.8,17.5,9.1,-0.366666667,-0.1,7.933333333,2.566666667,-4.766666667,3.35,12.71666667,5.833333333,-2.566666667,76.4,1998,4.833333333,14.55,-3.3,17.85,7.424090757,190.4450262
21092,122,155,74,33,12.8,25.43333333,14.6,3.566666667,-1.333333333,9.2,-0.166666667,-9.333333333,5.733333333,17.31666667,7.216666667,-2.883333333,50.8,384,6.845833333,18.85,-3.5,22.35,43.86935764,371.0629921
21093,139,163,84,41,12.73333333,25.7,14.66666667,3.733333333,-0.9,9.933333333,0.7,-8.8,5.916666667,17.81666667,7.683333333,-2.533333333,54.6,427,7.220833333,19.3,-2.9,22.2,40.32982045,353.4798535
13406,104,56,89,135,10.53333333,24.16666667,12.43333333,-1.7,-6.333333333,1.6,-6.566666667,-17.5,2.1,12.88333333,2.933333333,-9.6,21.4,384,2.079166667,14.3,-10.4,24.7,31.45616319,668.2242991
4797,NA,NA,NA,NA,8.3,22.63333333,10.96666667,-2.466666667,-7.233333333,1.266666667,-6.466666667,-16.53333333,0.533333333,11.95,2.25,-9.5,NA,NA,1.308333333,13.65,-10.45,24.1,NA,NA
94241,119,91,96,134,8.833333333,23.23333333,11.56666667,-2.166666667,-6.866666667,1.4,-6.533333333,-16.4,0.983333333,12.31666667,2.516666667,-9.283333333,30,440,1.633333333,14.05,-10.2,24.25,26.43939394,468.3333333
33271,418,190,496,541,15.3,23.53333333,16.16666667,8.666666667,4.9,10.73333333,5.833333333,1.333333333,10.1,17.13333333,11,5,81,1645,10.80833333,18.2,4.1,14.1,12.64944276,224.691358
1107680,539,268,693,786,14.26666667,22.7,14.4,6.466666667,4.733333333,11.56666667,6.5,0.6,9.5,17.13333333,10.45,3.533333333,103.4,2286,10.15416667,18.15,2.85,15.3,8.816345873,175.5319149
1107689,705,324,995,1113,13.93333333,22.86666667,NA,5.966666667,5.033333333,12.2,6.933333333,0.833333333,9.483333333,17.53333333,NA,3.4,130,3137,NA,18.7,2.65,16.05,NA,143.8461538
STA,598,250,924,1050,11.96666667,21.4,11.46666667,2.566666667,2.8,10.1,4.9,-1.166666667,7.383333333,15.75,8.183333333,0.7,99.6,2822,8.004166667,16.85,0.05,16.8,6.379931491,169.1767068
STV,700,317,990,1121,9.366666667,19.6,11,3,1.466666667,9.733333333,4.266666667,-2.133333333,5.416666667,14.66666667,7.633333333,0.433333333,125.2,3128,7.0375,16.3,-0.35,16.65,5.4467711,130.1916933
55091,NA,NA,NA,NA,11.3,NA,9.066666667,-2.766666667,-2.766666667,NA,-1.433333333,-13.03333333,4.266666667,NA,3.816666667,-7.9,NA,NA,NA,NA,-9.35,NA,NA,NA
3076108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116413,NA,NA,NA,NA,11.53333333,22.4,11.1,NA,-1.3,6.5,-1.033333333,NA,5.116666667,14.45,5.033333333,NA,NA,NA,NA,16.2,NA,NA,NA,NA
92881,NA,NA,NA,NA,15.96666667,28.2,15.66666667,3.6,2.266666667,11.8,3.5,-3.266666667,9.116666667,20,9.583333333,0.166666667,NA,NA,9.716666667,21.45,-0.65,22.1,NA,NA
33272,138,52,285,428,14.86666667,27.53333333,14.06666667,1.7,2.633333333,12,3.8,-3.533333333,8.75,19.76666667,8.933333333,-0.916666667,20.8,903,9.133333333,21.2,-1.75,22.95,21.18863049,1019.230769
325,NA,111,NA,NA,14.96666667,26.2,13.4,1.033333333,2.066666667,11,2.666666667,-5.533333333,8.516666667,18.6,8.033333333,-2.25,33.8,NA,8.225,19.85,-3.5,23.35,NA,587.2781065
109888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33274,411,147,622,813,6.066666667,NA,8.233333333,NA,-1.366666667,6.966666667,1.2,-6.233333333,2.35,NA,4.716666667,NA,64.4,1993,NA,NA,NA,NA,NA,NA
93739,462,153,715,902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.6,2232,NA,NA,NA,NA,NA,NA
21095,83,85,73,71,15.7,28.13333333,15.16666667,2.666666667,-5.55E-17,8.233333333,-0.266666667,-7.6,7.85,18.18333333,7.45,-2.466666667,30,312,7.754166667,19.75,-3.95,23.7,56.90438034,658.3333333
1107710,233,120,327,389,13.8,21.63333333,13.93333333,6.866666667,4.833333333,11.2,5.333333333,0.233333333,9.316666667,16.41666667,9.633333333,3.55,45.2,1069,9.729166667,17.25,2.8,14.45,18.45572186,381.6371681
92188,NA,NA,NA,NA,15.66666667,28.5,15.46666667,3,-1.033333333,7.3,-1,-7.966666667,7.316666667,17.9,7.233333333,-2.483333333,NA,NA,7.491666667,19.55,-3.95,23.5,NA,NA
51129,NA,NA,NA,NA,NA,NA,NA,1.033333333,NA,NA,NA,-4.933333333,NA,NA,NA,-1.95,NA,NA,NA,NA,-2.6,NA,NA,NA
1067740,290,280,669,533,11,19.8,8.233333333,0.5,0.933333333,8.166666667,1.933333333,-4.6,5.966666667,13.98333333,5.083333333,-2.05,111.8,1772,5.745833333,14.55,-2.75,17.3,8.885910459,130.1431127
1067742,289,259,737,578,10.7,19.06666667,8.766666667,0.6,1.4,9.633333333,3.166666667,-4.833333333,6.05,14.35,5.966666667,-2.116666667,108.2,1863,6.0625,15,-2.9,17.9,8.621846484,138.6321627
1067745,287,259,703,619,10.8,18.83333333,8.933333333,0.766666667,1.366666667,10.26666667,2.9,-5.066666667,6.083333333,14.55,5.916666667,-2.15,107,1868,6.1,15.65,-2.9,18.55,8.618843683,146.2616822
13407,208,98,177,263,8.633333333,22.8,11.9,1.066666667,-5.566666667,3.633333333,-4.066666667,-12.5,1.533333333,13.21666667,3.916666667,-5.716666667,40.8,746,3.2375,15.15,-6.55,21.7,17.74463807,371.3235294
93543,151,105,111,133,9.166666667,22.4,10.96666667,-1.166666667,-7.4,2.033333333,-5.833333333,-16.4,0.883333333,12.21666667,2.566666667,-8.783333333,38.2,500,1.720833333,13.85,-9.35,23.2,23.44166667,362.565445
91258,NA,NA,NA,NA,12.83333333,26.03333333,12.46666667,NA,-3.566666667,4.333333333,-3,NA,4.633333333,15.18333333,4.733333333,NA,NA,NA,NA,16.5,NA,NA,NA,NA
91950,NA,NA,NA,NA,10,23,10.76666667,0.066666667,-1.1,NA,1.066666667,-7.8,4.45,NA,5.916666667,-3.866666667,NA,NA,NA,NA,-4.75,NA,NA,NA
120072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33275,79,64,121,205,14.73333333,27.5,14.73333333,0.133333333,-2.033333333,NA,NA,NA,6.35,NA,NA,NA,20.8,469,NA,NA,NA,NA,NA,NA
118434,111,229,156,NA,7.2,18.26666667,6.966666667,NA,-5.7,4.933333333,-3.166666667,NA,0.75,11.6,1.9,NA,69.6,NA,NA,12.55,NA,NA,NA,180.316092
3066160,NA,NA,NA,NA,NA,19,NA,NA,NA,9.266666667,NA,NA,NA,14.13333333,NA,NA,NA,NA,NA,15.3,NA,NA,NA,NA
107398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118294,NA,NA,NA,NA,NA,19.46666667,NA,NA,NA,7.266666667,NA,NA,NA,13.36666667,NA,NA,NA,NA,NA,14.6,NA,NA,NA,NA
SCA,258,138,449,525,12.76666667,21.86666667,12.63333333,4.633333333,3.8,10.96666667,5.6,0.266666667,8.283333333,16.41666667,9.116666667,2.45,51.4,1370,9.066666667,17.3,2,15.3,13.91727494,336.5758755
1027775,NA,180,472,NA,12.5,21.9,12.96666667,4.4,3.066666667,10.5,5.333333333,-1.2,7.783333333,16.2,9.15,1.6,61.8,NA,8.683333333,17.25,1,16.25,NA,279.1262136
10277GN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109077,NA,NA,148,158,10.86666667,21.36666667,9,-2.233333333,-0.933333333,7.6,-0.166666667,-8.5,4.966666667,14.48333333,4.416666667,-5.366666667,NA,NA,4.625,15.45,-6.35,21.8,NA,NA
93792,540,156,666,1015,NA,NA,NA,NA,-1.6,NA,NA,-3.1,NA,NA,NA,NA,72.2,2377,NA,NA,NA,NA,NA,NA
32221,NA,NA,NA,NA,8.533333333,20.6,8.5,-1.833333333,-2.566666667,7.5,-1.366666667,-9.433333333,2.983333333,14.05,3.566666667,-5.633333333,NA,NA,3.741666667,15.65,-7.15,22.8,NA,NA
96344,102,65,67,49,13.8,28.2,15.33333333,0.9,-0.266666667,9.766666667,1.3,-8.166666667,6.766666667,18.98333333,8.316666667,-3.633333333,28,283,7.608333333,20.85,-4.5,25.35,62.22025913,744.6428571
